K,Regret,ProcessTime,SpaceUsage
100,53.63148228976572,3449996365.0,10699916.0
120,66.33029455611023,7186606727.0,11663916.0
140,77.58493028953075,8534511346.0,12435116.0
160,86.77125908833145,9979928336.0,13206316.0
180,101.37291840435331,11830572948.0,14170316.0
200,112.3873276964351,13615667966.0,14941516.0
220,118.78187767554866,15535405468.0,15712716.0
240,132.68106561613806,17621657466.0,16291116.0
260,140.8157627027297,19863773247.0,17062316.0
280,153.90207872195327,21950525339.0,17833516.0
300,164.93587868879382,21196706781.0,18604716.0
320,174.41972804269363,25015101489.0,19183116.0
340,190.97995680039227,27083633972.0,19954316.0
360,197.3312532596732,30304604702.0,20532716.0
380,206.2112305347349,33223915814.0,21303916.0
400,222.6228863610878,35264528867.0,21882316.0
420,233.4787535227853,38358012494.0,22460716.0
440,239.88902974456136,41127147794.0,23231916.0
460,248.48748557625763,43815345779.0,23810316.0
480,265.7272011036063,47946582731.0,24388716.0
500,273.6067810973717,48200394615.0,24967116.0
520,289.2991045852832,53761951066.0,25545516.0
540,295.02827273716275,56631153101.0,26316716.0
560,310.412361295766,59623442683.0,26895116.0
580,319.8324789954842,65217953211.0,27473516.0
600,323.496891221112,67613230282.0,28051916.0
620,343.8486801047908,73628575996.0,28630316.0
640,361.860992416146,76688578550.0,29208716.0
660,361.3391157825607,82708898275.0,29787116.0
680,374.2710412775855,72877103404.0,30365516.0
700,385.69088462809145,89094420304.0,30943916.0
720,395.7695803517291,93428007526.0,31329516.0
740,409.6507904618601,97653460699.0,31907916.0
760,417.2352398533644,100881667054.0,32486316.0
780,425.4262608891712,104627320961.0,33064716.0
800,448.51799167292126,112667237287.0,33643116.0
820,452.03223422449486,94860200429.0,34221516.0
840,465.2051800625329,122674434173.0,34799916.0
860,477.1393617269296,128283641955.0,35185516.0
880,479.3803839464219,131911255804.0,35763916.0
900,498.0782123245264,124130583741.0,36342316.0
920,502.5343055317072,134098343707.0,36920716.0
940,521.3340204274722,153097372547.0,37306316.0
960,523.7068557123948,159254899841.0,37884716.0
980,548.1116940078912,162325617293.0,38463116.0
1000,549.7613219775734,170147085716.0,38848716.0
1020,564.3498766321295,177260310060.0,39427116.0
1040,572.4339352530178,179845436498.0,40005516.0
1060,578.5263455421242,187846484965.0,40391116.0
1080,589.6055897869678,196149134187.0,40969516.0
1100,605.7512609111797,206799288795.0,41547916.0
1120,620.2168047663589,208557375056.0,41933516.0
1140,618.7196305904239,222500837499.0,42511916.0
1160,648.1637109331241,235493342155.0,42897516.0
1180,650.6750027804795,239892581478.0,43475916.0
1200,667.5206328895871,243517107051.0,43861516.0
1220,666.3197011265264,259542780675.0,44439916.0
1240,678.1304691505674,248967623231.0,44825516.0
1260,696.0861650804017,171191381536.0,45403916.0
1280,705.2769503244929,220775992520.0,45789516.0
1300,716.8118738128521,280142560419.0,46367916.0
1320,728.8361574749986,288385229259.0,46753516.0
1340,732.589675997812,185067999430.0,47331916.0
1360,756.0852747959678,182836529206.0,47717516.0
1380,762.1151296718347,306859204869.0,48295916.0
1400,769.9134455612397,310450916411.0,48681516.0
1420,778.1981595047139,312795505222.0,49259916.0
1440,797.8240267591169,325092392077.0,49645516.0
1460,802.0264951376765,331607639254.0,50223916.0
1480,812.304468624867,337516782075.0,50609516.0
1500,825.9790246431345,364148107880.0,51187916.0
1520,837.5654703940436,365927170336.0,51573516.0
1540,853.84106741594,376015547221.0,51959116.0
1560,861.4224531395707,381007653463.0,52537516.0
1580,868.0173389892085,302272949767.0,52923116.0
1600,876.3101901965604,294692426968.0,53308716.0
1620,896.7783485731933,361213822311.0,53887116.0
1640,902.5197505598286,232884340971.0,54272716.0
1660,905.6072706226246,410999594721.0,54851116.0
1680,919.672541915393,430589783134.0,55236716.0
1700,933.878047326288,476472702746.0,55622316.0
1720,944.4781552046952,471272647979.0,56200716.0
1740,968.2890599822668,479964521708.0,56586316.0
1760,975.5290718857848,479061344250.0,56971916.0
1780,971.0906144430932,505570683901.0,57550316.0
1800,989.9502319401852,404021214452.0,57935916.0
1820,1004.2301169986608,516999525541.0,58321516.0
1840,1009.1141861978572,467703812972.0,58707116.0
1860,1018.2781636135076,452296241449.0,59285516.0
1880,1015.988085342815,539266129683.0,59671116.0
1900,1044.258997040897,585523439515.0,60056716.0
1920,1056.853910499215,616194288481.0,60635116.0
1940,1075.3799394397213,629608055070.0,61020716.0
1960,1081.282085575143,557954084555.0,61406316.0
1980,1082.5885926643457,625655267143.0,61791916.0
2000,1106.213591014182,614320429129.0,62370316.0
2020,1111.8981720832817,510424852420.0,62755916.0
2040,1111.802974205038,607394173672.0,63141516.0
2060,1119.2769278117978,661193446197.0,63527116.0
2080,1138.504127092415,446071708193.0,63912716.0
2100,1156.5009336873752,705551540181.0,64491116.0
2120,1166.5382045213432,683072868049.0,64876716.0
2140,1186.1080197248175,712295861594.0,65262316.0
2160,1183.5611429554149,703525892075.0,65647916.0
2180,1203.5541670488235,424503936202.0,66226316.0
2200,1213.1673465667018,648580242600.0,66611916.0
2220,1213.393701182409,746570707644.0,66997516.0
2240,1214.587204584693,775178359480.0,67383116.0
2260,1238.1008685245872,772648208145.0,67768716.0
2280,1248.6619535614464,799524146493.0,68154316.0
2300,1270.0861587675315,880969369372.0,68732716.0
2320,1279.791396231503,900705917334.0,69118316.0
2340,1292.9817982890954,889971486600.0,69503916.0
2360,1290.984955446051,886839338400.0,69889516.0
2380,1312.7328074993204,533168612800.0,70275116.0
2400,1317.8658588183926,864222346449.0,70660716.0
2420,1317.2096351860807,552911914850.0,71239116.0
2440,1330.3179698970011,687935014255.0,71624716.0
2460,1354.4809818680806,725401640944.0,72010316.0
2480,1356.7163149002013,557170445820.0,72395916.0
2500,1378.8256002032456,1000893517062.0,72781516.0
2520,1391.3826666721884,695641454476.0,73167116.0
2540,1400.1209821710925,665270826316.0,73552716.0
2560,1403.041587642194,591034956775.0,73938316.0
2580,1426.7956489641829,748189457152.0,74516716.0
2600,1420.7580807079764,1027465935433.0,74902316.0
2620,1420.875026146558,1058693791340.0,75287916.0
2640,1453.591012934783,1057378923719.0,75673516.0
2660,1459.1820965103004,680733042321.0,76059116.0
2680,1467.421306767327,631776216612.0,76444716.0
2700,1488.1789987110667,1243196212833.0,76830316.0
2720,1504.517787309542,1175415815737.0,77215916.0
2740,1505.4489411768682,1160305920194.0,77601516.0
2760,1521.7681661541744,880637591595.0,77987116.0
2780,1527.2219105043,905454931610.0,78372716.0
2800,1524.2896290555325,894918495895.0,78758316.0
2820,1536.792113971149,843350742977.0,79143916.0
2840,1560.5905304877056,729215731256.0,79722316.0
2860,1566.2149861261018,779434904448.0,80107916.0
2880,1590.821211106398,800796920583.0,80493516.0
2900,1598.081987252148,1296345345625.0,80879116.0
2920,1609.0066661850478,1165634486461.0,81264716.0
2940,1618.0661391783924,869300330206.0,81650316.0
2960,1633.006422257622,816076837187.0,82035916.0
2980,1630.5757485208217,819754222051.0,82421516.0
3000,1633.1231905762263,1047691112199.0,82807116.0
3020,1660.9659720544298,1049771902236.0,83192716.0
3040,1665.0797771823563,969863625078.0,83578316.0
3060,1682.3117326464524,955615214951.0,83963916.0
3080,1701.969383827589,874855994857.0,84349516.0
3100,1706.9465242716085,1611052680970.0,84735116.0
3120,1725.6765521422549,1219637851592.0,85120716.0
3140,1722.8741367343832,902663592741.0,85506316.0
3160,1744.5543824471304,920343686023.0,85891916.0
3180,1737.8500643021328,912868678622.0,86277516.0
3200,1741.3376911958642,946648596324.0,86663116.0
3220,1768.2943262373549,948749853233.0,87048716.0
3240,1774.9117846109416,970323355036.0,87434316.0
3260,1794.450987441726,968400251168.0,87819916.0
3280,1810.834067997494,995408856203.0,88205516.0
3300,1811.675889932179,2032120018052.0,88591116.0
3320,1840.3773774422916,1460062772044.0,88976716.0
3340,1831.5402226488293,1833782922759.0,89362316.0
3360,1857.829814010195,1579163580537.0,89747916.0
3380,1837.2288946698773,1741723501974.0,90133516.0
3400,1860.4426506345428,1264574543470.0,90519116.0
