K,Regret,ProcessTime,SpaceUsage
100,53.63148228976572,3087786208.0,6651116.0
120,66.33029455611023,5787907237.0,6651116.0
140,77.58493028953075,6736752454.0,6843916.0
160,86.77125908833145,7766418723.0,7036716.0
180,101.37291840435331,8802208665.0,7229516.0
200,112.3873276964351,9890403360.0,7422316.0
220,118.78187767554866,10898453409.0,7422316.0
240,132.68106561613806,11670749725.0,7615116.0
260,140.8157627027297,12852819934.0,7807916.0
280,153.90207872195327,13808289684.0,7807916.0
300,164.93587868879382,14408665879.0,8000716.0
320,174.41972804269363,16032602311.0,8000716.0
340,190.97995680039227,17290551973.0,8193516.0
360,197.3312532596732,18348340684.0,8193516.0
380,206.2112305347349,19173285840.0,8386316.0
400,222.6228863610878,20447637832.0,8579116.0
420,233.4787535227853,21490469714.0,8579116.0
440,239.88902974456136,22459493741.0,8579116.0
460,248.48748557625763,23631413764.0,8771916.0
480,265.7272011036063,24729012804.0,8771916.0
500,273.6067810973717,24957079878.0,8964716.0
520,289.2991045852832,27027769699.0,8964716.0
540,295.02827273716275,27715245621.0,9157516.0
560,310.412361295766,28679422481.0,9157516.0
580,319.8324789954842,30251570883.0,9350316.0
600,323.496891221112,31220470068.0,9350316.0
620,343.8486801047908,32293285904.0,9350316.0
640,361.860992416146,33511343392.0,9543116.0
660,361.3391157825607,34590538600.0,9543116.0
680,374.2710412775855,36113734438.0,9735916.0
700,385.69088462809145,37421491108.0,9735916.0
720,395.7695803517291,38600810682.0,9735916.0
740,409.6507904618601,39282473537.0,9928716.0
760,417.2352398533644,40039572554.0,9928716.0
780,425.4262608891712,40858614016.0,9928716.0
800,448.51799167292126,42709420036.0,10121516.0
820,452.03223422449486,43764975108.0,10121516.0
840,465.2051800625329,44794148495.0,10121516.0
860,477.1393617269296,46277655615.0,10314316.0
880,479.3803839464219,47305617970.0,10314316.0
900,498.0782123245264,47757172425.0,10507116.0
920,502.5343055317072,50231386812.0,10507116.0
940,521.3340204274722,51314865375.0,10507116.0
960,523.7068557123948,52392306723.0,10507116.0
980,548.1116940078912,52575735257.0,10699916.0
1000,549.7613219775734,53618067360.0,10699916.0
1020,564.3498766321295,54821209900.0,10699916.0
1040,572.4339352530178,56971010327.0,10892716.0
1060,578.5263455421242,57896084784.0,10892716.0
1080,589.6055897869678,59153045933.0,10892716.0
1100,605.7512609111797,60175089461.0,11085516.0
1120,620.2168047663589,61844308380.0,11085516.0
1140,618.7196305904239,63045206790.0,11085516.0
1160,648.1637109331241,65228595731.0,11278316.0
1180,650.6750027804795,66360842791.0,11278316.0
1200,667.5206328895871,67671428153.0,11278316.0
1220,666.3197011265264,68470264871.0,11278316.0
1240,678.1304691505674,69083064201.0,11471116.0
1260,696.0861650804017,69998973433.0,11471116.0
1280,705.2769503244929,71294262843.0,11471116.0
1300,716.8118738128521,72772191513.0,11663916.0
1320,728.8361574749986,74758816549.0,11663916.0
1340,732.589675997812,75808551080.0,11663916.0
1360,756.0852747959678,76911157920.0,11663916.0
1380,762.1151296718347,78808889943.0,11856716.0
1400,769.9134455612397,79629418568.0,11856716.0
1420,778.1981595047139,80950768736.0,11856716.0
1440,797.8240267591169,82076200393.0,11856716.0
1460,802.0264951376765,84364979683.0,12049516.0
1480,812.304468624867,85326741347.0,12049516.0
1500,825.9790246431345,83482103258.0,12049516.0
1520,837.5654703940436,87009829811.0,12049516.0
1540,853.84106741594,86194280469.0,12242316.0
1560,861.4224531395707,87160351193.0,12242316.0
1580,868.0173389892085,88459985644.0,12242316.0
1600,876.3101901965604,91252015542.0,12435116.0
1620,896.7783485731933,92376407910.0,12435116.0
1640,902.5197505598286,93208119809.0,12435116.0
1660,905.6072706226246,94263857070.0,12435116.0
1680,919.672541915393,95558029174.0,12435116.0
1700,933.878047326288,97435105210.0,12627916.0
1720,944.4781552046952,98420758457.0,12627916.0
1740,968.2890599822668,99395474685.0,12627916.0
1760,975.5290718857848,101040367440.0,12627916.0
1780,971.0906144430932,102855648626.0,12820716.0
1800,989.9502319401852,105592399491.0,12820716.0
1820,1004.2301169986608,105030782804.0,12820716.0
1840,1009.1141861978572,106090152503.0,12820716.0
1860,1018.2781636135076,106018590985.0,13013516.0
1880,1015.988085342815,107000074206.0,13013516.0
1900,1044.258997040897,109857077229.0,13013516.0
1920,1056.853910499215,111411387902.0,13013516.0
1940,1075.3799394397213,114783114066.0,13206316.0
1960,1081.282085575143,116025716772.0,13206316.0
1980,1082.5885926643457,117458280230.0,13206316.0
2000,1106.213591014182,106261247974.0,13206316.0
2020,1111.8981720832817,61596503408.0,13206316.0
2040,1111.802974205038,62590623144.0,13399116.0
2060,1119.2769278117978,63473297392.0,13399116.0
2080,1138.504127092415,64196511110.0,13399116.0
2100,1156.5009336873752,122691183003.0,13399116.0
2120,1166.5382045213432,127171512857.0,13591916.0
2140,1186.1080197248175,129156457186.0,13591916.0
2160,1183.5611429554149,129771768732.0,13591916.0
2180,1203.5541670488235,131380711366.0,13591916.0
2200,1213.1673465667018,131893009439.0,13591916.0
2220,1213.393701182409,129851614391.0,13784716.0
2240,1214.587204584693,130883930522.0,13784716.0
2260,1238.1008685245872,132029982328.0,13784716.0
2280,1248.6619535614464,132804793308.0,13784716.0
2300,1270.0861587675315,132956449657.0,13784716.0
2320,1279.791396231503,138330607035.0,13977516.0
2340,1292.9817982890954,139894455620.0,13977516.0
2360,1290.984955446051,133135897748.0,13977516.0
2380,1312.7328074993204,74201767643.0,13977516.0
2400,1317.8658588183926,74737501759.0,13977516.0
2420,1317.2096351860807,76049033458.0,14170316.0
2440,1330.3179698970011,76498900049.0,14170316.0
2460,1354.4809818680806,77323831899.0,14170316.0
2480,1356.7163149002013,77782438815.0,14170316.0
