K,I,Regret,ProcessTime,SpaceUsage
800,1,80493.81052265178,8804588523075.0,2941123016.0
820,1,82505.12165139738,8362972851262.0,2944811016.0
840,1,84516.98224640415,9203525869059.0,2948499016.0
860,1,86531.03753963493,9345583828348.0,2955875016.0
880,1,88546.44906555177,8854661664907.0,2959563016.0
