K,Regret,ProcessTime,SpaceUsage
100,53.63148228976572,2006464637.0,4612800.0
120,66.33029455611023,2623940799.0,4805600.0
140,77.58493028953075,4494324482.0,5191200.0
160,86.77125908833145,7319340590.0,5576800.0
180,101.37291840435331,8427535415.0,5769600.0
200,112.3873276964351,9400994400.0,6155200.0
220,118.78187767554866,10469530505.0,6348000.0
240,132.68106561613806,11703713137.0,6540800.0
260,140.8157627027297,13315715954.0,6926400.0
280,153.90207872195327,13727521073.0,7119200.0
300,164.93587868879382,12750630314.0,7312000.0
320,174.41972804269363,15899220506.0,7504800.0
340,190.97995680039227,17226389357.0,7697600.0
360,197.3312532596732,19076660731.0,7890400.0
380,206.2112305347349,19906158249.0,8083200.0
400,222.6228863610878,22932572661.0,8468800.0
420,233.4787535227853,28176057726.0,8468800.0
440,239.88902974456136,33014537869.0,8661600.0
460,248.48748557625763,38052598231.0,8854400.0
480,265.7272011036063,41156531213.0,9047200.0
500,273.6067810973717,23777417786.0,9240000.0
520,289.2991045852832,28447751368.0,9432800.0
540,295.02827273716275,30910592401.0,9625600.0
560,310.412361295766,34617376321.0,9818400.0
580,319.8324789954842,44151091694.0,10011200.0
600,323.496891221112,51072453923.0,10011200.0
620,343.8486801047908,57862413179.0,10204000.0
640,361.860992416146,63163262509.0,10396800.0
660,361.3391157825607,68005549780.0,10589600.0
680,374.2710412775855,73701718972.0,10782400.0
700,385.69088462809145,37317606321.0,10782400.0
720,395.7695803517291,42779227416.0,10975200.0
740,409.6507904618601,52153700594.0,11168000.0
760,417.2352398533644,65386995653.0,11360800.0
780,425.4262608891712,74624760844.0,11360800.0
800,448.51799167292126,83196349549.0,11553600.0
820,452.03223422449486,91119457276.0,11746400.0
840,465.2051800625329,96802799103.0,11746400.0
860,477.1393617269296,103067337281.0,11939200.0
880,479.3803839464219,104188871192.0,12132000.0
900,498.0782123245264,52805291971.0,12324800.0
920,502.5343055317072,60037662204.0,12324800.0
940,521.3340204274722,82036788598.0,12517600.0
960,523.7068557123948,96940793208.0,12517600.0
980,548.1116940078912,109465125268.0,12710400.0
1000,549.7613219775734,114364333241.0,12903200.0
1020,564.3498766321295,119777174191.0,12903200.0
1040,572.4339352530178,127172361172.0,13096000.0
1060,578.5263455421242,131629679133.0,13288800.0
1080,589.6055897869678,135201027924.0,13288800.0
1100,605.7512609111797,69040968531.0,13481600.0
1120,620.2168047663589,88164799093.0,13481600.0
1140,618.7196305904239,116398367063.0,13674400.0
1160,648.1637109331241,134820298536.0,13867200.0
1180,650.6750027804795,147966959966.0,13867200.0
1200,667.5206328895871,154750599172.0,14060000.0
1220,666.3197011265264,157843890034.0,14060000.0
1240,678.1304691505674,167950094583.0,14252800.0
1260,696.0861650804017,170315679385.0,14252800.0
1280,705.2769503244929,166564750227.0,14445600.0
1300,716.8118738128521,84894688000.0,14638400.0
1320,728.8361574749986,119852693297.0,14638400.0
1340,732.589675997812,154485904096.0,14831200.0
1360,756.0852747959678,173029578698.0,14831200.0
1380,762.1151296718347,187273076750.0,15024000.0
1400,769.9134455612397,191150549703.0,15024000.0
1420,778.1981595047139,191627837476.0,15216800.0
1440,797.8240267591169,192597392644.0,15216800.0
1460,802.0264951376765,205301876872.0,15409600.0
1480,812.304468624867,204588554814.0,15409600.0
1500,825.9790246431345,109434400156.0,15602400.0
1520,837.5654703940436,163818973670.0,15602400.0
1540,853.84106741594,203259159253.0,15795200.0
1560,861.4224531395707,220426586259.0,15795200.0
1580,868.0173389892085,218057037307.0,15988000.0
1600,876.3101901965604,229039424941.0,16180800.0
1620,896.7783485731933,230823449602.0,16180800.0
1640,902.5197505598286,234435798941.0,16180800.0
1660,905.6072706226246,236936697482.0,16373600.0
1680,919.672541915393,238617492049.0,16373600.0
1700,933.878047326288,131546904285.0,16566400.0
1720,944.4781552046952,204433765621.0,16566400.0
1740,968.2890599822668,238539072820.0,16759200.0
1760,975.5290718857848,251999376472.0,16759200.0
1780,971.0906144430932,263079044543.0,16952000.0
1800,989.9502319401852,265071383807.0,16952000.0
1820,1004.2301169986608,269456746740.0,17144800.0
1840,1009.1141861978572,267651491898.0,17144800.0
1860,1018.2781636135076,274688467571.0,17337600.0
1880,1015.988085342815,278320385383.0,17337600.0
1900,1044.258997040897,155755578295.0,17530400.0
1920,1056.853910499215,243574646132.0,17530400.0
1940,1075.3799394397213,285896906662.0,17723200.0
1960,1081.282085575143,296212981243.0,17723200.0
1980,1082.5885926643457,300540412476.0,17723200.0
2000,1106.213591014182,306602076059.0,17916000.0
2020,1111.8981720832817,304494019044.0,17916000.0
2040,1111.802974205038,309899020095.0,18108800.0
2060,1119.2769278117978,312409164345.0,18108800.0
2080,1138.504127092415,305626847473.0,18301600.0
2100,1156.5009336873752,187557388769.0,18301600.0
2120,1166.5382045213432,293161051879.0,18494400.0
2140,1186.1080197248175,328884465478.0,18494400.0
2160,1183.5611429554149,339546142928.0,18494400.0
2180,1203.5541670488235,346768667995.0,18687200.0
2200,1213.1673465667018,346116950959.0,18687200.0
2220,1213.393701182409,352955419671.0,18880000.0
2240,1214.587204584693,353814384362.0,18880000.0
2260,1238.1008685245872,341157073562.0,19072800.0
2280,1248.6619535614464,337239838149.0,19072800.0
2300,1270.0861587675315,217113792555.0,19072800.0
2320,1279.791396231503,340672571037.0,19265600.0
2340,1292.9817982890954,372080866832.0,19265600.0
2360,1290.984955446051,384262806071.0,19458400.0
2380,1312.7328074993204,385885877473.0,19458400.0
2400,1317.8658588183926,382498439099.0,19458400.0
2420,1317.2096351860807,391568309038.0,19651200.0
2440,1330.3179698970011,390312892949.0,19651200.0
2460,1354.4809818680806,377233444062.0,19844000.0
2480,1356.7163149002013,372993532398.0,19844000.0
2500,1378.8256002032456,263704431538.0,20036800.0
2520,1391.3826666721884,392437178169.0,20036800.0
2540,1400.1209821710925,419439310328.0,20036800.0
2560,1403.041587642194,429935095373.0,20229600.0
2580,1426.7956489641829,426824509720.0,20229600.0
2600,1420.7580807079764,425566443855.0,20229600.0
2620,1420.875026146558,433932150845.0,20422400.0
2640,1453.591012934783,429559562407.0,20422400.0
2660,1459.1820965103004,412414723769.0,20615200.0
2680,1467.421306767327,417487583339.0,20615200.0
2700,1488.1789987110667,299978093882.0,20615200.0
2720,1504.517787309542,454067656006.0,20808000.0
2740,1505.4489411768682,477254547669.0,20808000.0
2760,1521.7681661541744,486642059655.0,21000800.0
2780,1527.2219105043,480374047686.0,21000800.0
2800,1524.2896290555325,479434236980.0,21000800.0
2820,1536.792113971149,485757366190.0,21193600.0
2840,1560.5905304877056,477016511037.0,21193600.0
2860,1566.2149861261018,434426017055.0,21193600.0
2880,1590.821211106398,250294584006.0,21386400.0
2900,1598.081987252148,334168954185.0,21386400.0
2920,1609.0066661850478,497794076418.0,21579200.0
2940,1618.0661391783924,517883482031.0,21579200.0
2960,1633.006422257622,519353373217.0,21579200.0
2980,1630.5757485208217,526432903694.0,21772000.0
3000,1633.1231905762263,522200710576.0,21772000.0
3020,1660.9659720544298,509300448573.0,21772000.0
3040,1665.0797771823563,523402131013.0,21964800.0
3060,1682.3117326464524,453886166225.0,21964800.0
3080,1701.969383827589,287232626660.0,21964800.0
3100,1706.9465242716085,382815247838.0,22157600.0
3120,1725.6765521422549,538815001743.0,22157600.0
3140,1722.8741367343832,572784075958.0,22350400.0
3160,1744.5543824471304,567553738462.0,22350400.0
3180,1737.8500643021328,561396129836.0,22350400.0
3200,1741.3376911958642,558934765356.0,22543200.0
3220,1768.2943262373549,548643934157.0,22543200.0
3240,1774.9117846109416,313815425910.0,22543200.0
3260,1794.450987441726,307468511485.0,22736000.0
3280,1810.834067997494,311774741011.0,22736000.0
3300,1811.675889932179,425916553903.0,22736000.0
3320,1840.3773774422916,574329572014.0,22928800.0
3340,1831.5402226488293,350192014086.0,22928800.0
3360,1857.829814010195,340656531803.0,22928800.0
3380,1837.2288946698773,344879606495.0,23121600.0
3400,1860.4426506345428,342952711978.0,23121600.0
3420,1876.3594365516835,342328091373.0,23121600.0
3440,1892.3268182121997,343862295562.0,23314400.0
3460,1914.603585134901,339387942670.0,23314400.0
3480,1910.903165898796,340278583697.0,23314400.0
