K,Regret,ProcessTime,SpaceUsage
100,53.63148228976572,2748936940.0,10396800.0
120,66.33029455611023,6365264311.0,11746400.0
140,77.58493028953075,10574572996.0,12903200.0
160,86.77125908833145,13451448179.0,14060000.0
180,101.37291840435331,14402893097.0,15216800.0
200,112.3873276964351,17372584037.0,16373600.0
220,118.78187767554866,20513618906.0,17530400.0
240,132.68106561613806,27347686199.0,18494400.0
260,140.8157627027297,31505670404.0,19651200.0
280,153.90207872195327,35215562434.0,20615200.0
300,164.93587868879382,34453489867.0,21579200.0
320,174.41972804269363,37523816126.0,22543200.0
340,190.97995680039227,43454660376.0,23507200.0
360,197.3312532596732,46717803729.0,24471200.0
380,206.2112305347349,51214662671.0,25242400.0
400,222.6228863610878,58600372388.0,26206400.0
420,233.4787535227853,63296814434.0,27170400.0
440,239.88902974456136,69195813524.0,27941600.0
460,248.48748557625763,75765696371.0,28905600.0
480,265.7272011036063,81428791411.0,29676800.0
500,273.6067810973717,78632220401.0,30448000.0
520,289.2991045852832,89703244011.0,31412000.0
540,295.02827273716275,97378118885.0,32183200.0
560,310.412361295766,103883748279.0,32954400.0
580,319.8324789954842,111712184434.0,33725600.0
600,323.496891221112,122069773836.0,34689600.0
620,343.8486801047908,131501813486.0,35460800.0
640,361.860992416146,136964619958.0,36232000.0
660,361.3391157825607,163716513598.0,37003200.0
680,374.2710412775855,174667602620.0,37774400.0
700,385.69088462809145,149442779256.0,38545600.0
720,395.7695803517291,173252884582.0,39316800.0
740,409.6507904618601,180325352604.0,39895200.0
760,417.2352398533644,192259167027.0,40666400.0
780,425.4262608891712,200809237249.0,41437600.0
800,448.51799167292126,207719083040.0,42208800.0
820,452.03223422449486,220907481721.0,42980000.0
840,465.2051800625329,244447796817.0,43558400.0
860,477.1393617269296,260128667930.0,44329600.0
880,479.3803839464219,250876006913.0,45100800.0
900,498.0782123245264,265312668824.0,45679200.0
920,502.5343055317072,295407382821.0,46450400.0
940,521.3340204274722,312486729051.0,47221600.0
960,523.7068557123948,319287340185.0,47800000.0
980,548.1116940078912,339065145756.0,48571200.0
1000,549.7613219775734,351369639967.0,49149600.0
1020,564.3498766321295,354159421042.0,49920800.0
1040,572.4339352530178,376530546208.0,50499200.0
1060,578.5263455421242,391164479249.0,51270400.0
1080,589.6055897869678,398463805493.0,51848800.0
1100,605.7512609111797,361811804081.0,52620000.0
1120,620.2168047663589,372448239030.0,53198400.0
1140,618.7196305904239,391796607281.0,53776800.0
1160,648.1637109331241,405372460334.0,54548000.0
1180,650.6750027804795,436409250718.0,55126400.0
1200,667.5206328895871,441073402678.0,55897600.0
