K,I,Regret,ProcessTime,SpaceUsage
800,1,79414.74891231167,53706537270436.0,2833254400.0
820,1,81395.7075653907,59863877102797.0,2898822400.0
840,1,83384.49487550983,61027388048576.0,2964390400.0
860,1,85369.44041583038,67056084676706.0,3029958400.0
880,1,87360.99233839988,72080993759024.0,3095526400.0
