K,I,Regret,ProcessTime,SpaceUsage
100,1,10061.359516066026,1367152380187.0,579334400.0
120,1,12074.072029368439,1712153750123.0,653094400.0
140,1,14086.551825348428,2101515073334.0,726854400.0
160,1,16099.65968259271,2787232772284.0,800614400.0
180,1,18110.503329816347,3431056959569.0,874374400.0
