K,I,Regret,ProcessTime,SpaceUsage
900,1,90555.07988006895,44177582182307.0,3529734400.0
920,1,92568.82314398087,76543173853346.0,3603494400.0
940,1,94579.61910403217,88150851656887.0,3677254400.0
960,1,96590.07355346138,87609252327173.0,3751014400.0
980,1,98607.29189237747,97333367481125.0,3824774400.0
