K,I,Regret,ProcessTime,SpaceUsage
1000,1,99276.60243302517,25550233486025.0,3513355016.0
1020,1,101264.42772857875,25888228709097.0,3521139016.0
1040,1,103249.20956551898,26320629443003.0,3528923016.0
1060,1,105236.94149511801,27037006105153.0,3544491016.0
1080,1,107220.38743264937,27428522488285.0,3552275016.0
