K,I,Regret,ProcessTime,SpaceUsage
260,1,147.3165435266113,10364181974.0,7807916.0
260,2,141.40970965607175,10369041271.0,7807916.0
260,3,139.6235293269046,10370963052.0,7807916.0
260,4,141.3743703247121,10367115026.0,7807916.0
260,5,145.7921237950361,10367665363.0,7807916.0
260,6,146.43294353401188,10344572962.0,7807916.0
260,7,144.14242344642864,10344630284.0,7807916.0
260,8,140.68449867626987,10345243870.0,7807916.0
260,9,144.6057406185381,10353271119.0,7807916.0
260,10,140.02138254072398,10359158855.0,7807916.0
260,11,143.46370284233342,10105067818.0,7807916.0
260,12,144.9286086872552,10350971812.0,7807916.0
260,13,141.93742774898237,10368213019.0,7807916.0
260,14,140.03398555876922,10342033322.0,7807916.0
260,15,144.1628121414603,10342684990.0,7807916.0
260,16,145.40243676745703,10344781335.0,7807916.0
260,17,141.09393864909168,10355822252.0,7807916.0
260,18,142.40251666465204,10343633871.0,7807916.0
260,19,145.436400502556,10321313908.0,7807916.0
280,0,153.0670721269949,11133147224.0,7807916.0
280,1,151.1447985528088,11144505080.0,7807916.0
280,2,154.4887696888937,11206720675.0,7807916.0
280,3,152.1146608853104,11146993094.0,7807916.0
280,4,153.3820110311165,11156534318.0,7807916.0
280,5,152.23372740497902,11135282313.0,7807916.0
280,6,154.040252346897,11119449268.0,7807916.0
280,7,157.05817116806293,11123493081.0,7807916.0
280,8,155.00230917594018,11128776112.0,7807916.0
280,9,152.81498469922224,11126684327.0,7807916.0
280,10,156.73423278627874,11144613678.0,7807916.0
280,11,151.32432063052843,11111917115.0,7807916.0
280,12,154.65800794527348,11118508017.0,7807916.0
280,13,153.32122097722072,11108349055.0,7807916.0
280,14,155.74140188001516,11129326574.0,7807916.0
280,15,153.2377746725436,11110983342.0,7807916.0
280,16,153.44931673435983,11141603986.0,7807916.0
280,17,153.59198192016356,11123521599.0,7807916.0
280,18,153.57587619329192,11141961217.0,7807916.0
280,19,154.9792718850831,11128107098.0,7807916.0
300,0,165.36941353662547,10317346874.0,8000716.0
300,1,162.39523936394093,15141105956.0,8000716.0
300,2,165.31689305784886,23756645461.0,8000716.0
300,3,162.20562264614284,23742506704.0,8000716.0
300,4,163.6948016497519,23790012592.0,8000716.0
300,5,164.2852479533349,23853276116.0,8000716.0
300,6,164.74904055398267,23852370179.0,8000716.0
300,7,165.41373311586642,23844621069.0,8000716.0
300,8,165.14936685657435,23827232043.0,8000716.0
300,9,172.05876103317925,23831308249.0,8000716.0
300,10,166.97344010688877,23829479349.0,8000716.0
300,11,167.0609554619614,23836803777.0,8000716.0
300,12,167.1202360460176,23822088482.0,8000716.0
300,13,161.8807285887555,23830885698.0,8000716.0
300,14,159.78496830524412,23178469179.0,8000716.0
300,15,166.56855690467623,23846826772.0,8000716.0
300,16,161.20150915796415,23827525655.0,8000716.0
300,17,168.51422477380902,23857093989.0,8000716.0
300,18,160.05988296298025,23826509486.0,8000716.0
300,19,161.9060255207715,23820302823.0,8000716.0
320,0,173.6528869241664,25430534094.0,8000716.0
320,1,175.58435005935178,25429433482.0,8000716.0
320,2,178.22595955993316,25436369616.0,8000716.0
320,3,179.07110604882243,25452843142.0,8000716.0
320,4,176.07167269510128,25396148334.0,8000716.0
320,5,177.1936879070254,25426034797.0,8000716.0
320,6,177.88203002691284,25384097788.0,8000716.0
320,7,174.94334025088074,25119544897.0,8000716.0
320,8,179.47960143426494,25414344878.0,8000716.0
320,9,173.75500389035304,25412532129.0,8000716.0
320,10,175.839644348303,25435081969.0,8000716.0
320,11,178.20104804825172,25428430963.0,8000716.0
320,12,177.82329075470236,25441603206.0,8000716.0
320,13,174.46952925959246,25443267968.0,8000716.0
320,14,172.47303236293803,25441457799.0,8000716.0
320,15,175.57934453434908,25447817497.0,8000716.0
320,16,174.45160241422792,25434475015.0,8000716.0
320,17,172.24948544182303,25435141003.0,8000716.0
320,18,173.95786905524386,25422693197.0,8000716.0
320,19,177.7276299809235,25128410909.0,8000716.0
340,0,186.25889887100547,27289801486.0,8193516.0
340,1,183.0357048417181,27276513145.0,8193516.0
340,2,186.76848065156224,27322238466.0,8193516.0
340,3,185.77786920941463,27288965389.0,8193516.0
340,4,189.20158175114955,27258130323.0,8193516.0
340,5,186.901460549274,27266087749.0,8193516.0
340,6,186.8100473541164,27229155656.0,8193516.0
340,7,187.8958663278442,27261796833.0,8193516.0
340,8,184.1515574439492,27236984982.0,8193516.0
340,9,185.70525640033856,27250449965.0,8193516.0
340,10,184.4023974069312,27292186411.0,8193516.0
340,11,189.85797037465144,27248492448.0,8193516.0
340,12,190.50578734086915,26965905577.0,8193516.0
340,13,186.4099653414368,27273470708.0,8193516.0
340,14,191.71859302499325,27249607981.0,8193516.0
340,15,186.79090829498523,27263676271.0,8193516.0
340,16,187.24504227645284,27243288340.0,8193516.0
340,17,188.7317106894969,27267812235.0,8193516.0
340,18,188.9510569127274,27265153568.0,8193516.0
340,19,182.1243061982012,27262348378.0,8193516.0
360,0,202.57618611010656,28864304396.0,8193516.0
360,1,194.41131251365175,28872435796.0,8193516.0
360,2,196.06731350499504,28832808760.0,8193516.0
360,3,198.3946184846772,28779310446.0,8193516.0
360,4,201.57843339998664,28500582883.0,8193516.0
360,5,199.24659685628305,28788187180.0,8193516.0
360,6,193.55005043018448,28782557863.0,8193516.0
360,7,196.3065142476713,28790212948.0,8193516.0
360,8,196.24272583933725,28801911609.0,8193516.0
360,9,190.8926706718489,28793997029.0,8193516.0
360,10,195.26260060692005,28741485299.0,8193516.0
360,11,194.7602259012968,28738337521.0,8193516.0
360,12,197.822018806792,28741140487.0,8193516.0
360,13,198.15567817259915,28749317320.0,8193516.0
360,14,199.85367316090012,28686775769.0,8193516.0
360,15,199.18860712565743,28731992463.0,8193516.0
360,16,199.1704198578793,28409042614.0,8193516.0
360,17,198.4450744301116,28714037612.0,8193516.0
360,18,198.7467758497833,28720851026.0,8193516.0
360,19,194.74697922801568,28692522561.0,8193516.0
380,0,205.94933178578597,30154218530.0,8386316.0
380,1,206.80384339888136,30144723317.0,8386316.0
380,2,207.70312410507609,30139845243.0,8386316.0
380,3,210.1955280464568,30080474208.0,8386316.0
380,4,205.77055106352648,30080137288.0,8386316.0
380,5,211.63882631810148,30093848113.0,8386316.0
380,6,207.9511037523583,30059256843.0,8386316.0
380,7,210.0069795952024,29850645847.0,8386316.0
380,8,210.35705892545337,30013404175.0,8386316.0
380,9,208.56838903690485,30069802785.0,8386316.0
380,10,202.5336589524912,30062822564.0,8386316.0
380,11,211.17444332608,30072814516.0,8386316.0
380,12,207.5642413395521,30046936117.0,8386316.0
380,13,212.39813796692337,30081788161.0,8386316.0
380,14,206.57843816274277,30058869415.0,8386316.0
380,15,207.72999354716487,30085406323.0,8386316.0
380,16,207.20250678902744,30053399168.0,8386316.0
380,17,207.9849708017629,30051668816.0,8386316.0
380,18,208.22052215802267,30069294440.0,8386316.0
380,19,206.4544514506052,29798438771.0,8386316.0
400,0,217.76122663662665,14835398891.0,8579116.0
400,1,217.88554411883203,16199480038.0,8579116.0
400,2,219.46151718913904,16211794717.0,8579116.0
400,3,221.71785535406,16228084664.0,8579116.0
400,4,215.8127362284772,16202504621.0,8579116.0
400,5,214.78701585969424,16265739098.0,8579116.0
400,6,218.87036329928395,16293141634.0,8579116.0
400,7,219.86255995675884,16288858419.0,8579116.0
400,8,226.6800713098512,16288603218.0,8579116.0
400,9,218.94033133056385,16301902243.0,8579116.0
400,10,225.14594608554543,16264262569.0,8579116.0
400,11,222.36374372657187,16285016848.0,8579116.0
400,12,219.35216436485535,16300550517.0,8579116.0
400,13,216.26532934486295,16277973676.0,8579116.0
400,14,221.1038962304834,16294609821.0,8579116.0
400,15,223.0846997518942,16313002000.0,8579116.0
400,16,220.79130785752767,16290848670.0,8579116.0
400,17,221.9107999719835,16312195803.0,8579116.0
400,18,217.38053119252763,16306832482.0,8579116.0
400,19,221.2854145559251,15696824765.0,8579116.0
420,0,232.7648840588605,17155079925.0,8579116.0
420,1,229.3343983524484,17149975900.0,8579116.0
420,2,230.6644286786644,17153757428.0,8579116.0
420,3,236.18658953702143,17171462778.0,8579116.0
420,4,229.2100764687113,17164111021.0,8579116.0
420,5,228.2935601642522,17166128245.0,8579116.0
420,6,227.18683931763684,17129936743.0,8579116.0
420,7,229.29207025121656,17189842970.0,8579116.0
420,8,228.7621394625042,17164954906.0,8579116.0
420,9,230.64173556700564,17151145097.0,8579116.0
420,10,226.9607093957462,17151737048.0,8579116.0
420,11,229.12994732862123,17173787921.0,8579116.0
420,12,227.4447721620925,17146276599.0,8579116.0
420,13,234.59010460626337,17161401278.0,8579116.0
420,14,230.8085777084646,17156014281.0,8579116.0
420,15,232.3020520990948,17176239301.0,8579116.0
420,16,232.7119506009272,17150683771.0,8579116.0
420,17,221.2347355815278,17155906050.0,8579116.0
420,18,235.9546511623453,16840844317.0,8579116.0
420,19,224.7478972965025,17140254900.0,8579116.0
440,0,239.10365554654075,17973413293.0,8579116.0
440,1,239.60648138061217,17964594747.0,8579116.0
440,2,235.73620152583652,17948945529.0,8579116.0
440,3,241.68723589634848,17946841808.0,8579116.0
440,4,240.27780455298688,17931057395.0,8579116.0
440,5,241.0076750434011,17959622784.0,8579116.0
440,6,241.3879649893859,17948991648.0,8579116.0
440,7,240.29243377049488,17941537362.0,8579116.0
440,8,239.2590597047724,17947177835.0,8579116.0
440,9,245.858645474662,17949656804.0,8579116.0
440,10,237.07322327638747,17956028675.0,8579116.0
440,11,238.51789585982075,17954067908.0,8579116.0
440,12,240.87412140970468,17924580912.0,8579116.0
440,13,242.69138429824736,17948805797.0,8579116.0
440,14,236.52974647758816,17942921607.0,8579116.0
440,15,238.85783328122255,17949952619.0,8579116.0
440,16,245.84833193870733,17643816733.0,8579116.0
440,17,240.74737542354893,17937533071.0,8579116.0
440,18,244.48958883905664,17918591615.0,8579116.0
440,19,245.10299623377125,17942880386.0,8579116.0
460,0,257.0225725706944,18968344173.0,8771916.0
460,1,250.5726900148105,18936609363.0,8771916.0
460,2,255.8480981765084,18927796147.0,8771916.0
460,3,255.54794229668923,18905289798.0,8771916.0
460,4,250.5898816465203,18892659341.0,8771916.0
460,5,252.10951748011016,18886947259.0,8771916.0
460,6,248.71036954240432,18906779555.0,8771916.0
460,7,249.4762188519712,18933655220.0,8771916.0
460,8,251.52249887686543,18909026459.0,8771916.0
460,9,250.7108905453768,18881625298.0,8771916.0
460,10,251.1787508827547,18883360617.0,8771916.0
460,11,251.62529436408417,18940605814.0,8771916.0
460,12,247.28915133372973,18886520170.0,8771916.0
460,13,248.30080755028575,18867799242.0,8771916.0
460,14,259.4293681011569,18599587793.0,8771916.0
460,15,255.1500204898448,18865433117.0,8771916.0
460,16,252.0196450205946,18881783513.0,8771916.0
460,17,250.44150984710555,18886078690.0,8771916.0
460,18,249.4486617532752,18914073427.0,8771916.0
460,19,254.1616331826872,18891611714.0,8771916.0
480,0,259.169398960261,19786725085.0,8771916.0
480,1,263.9988859685903,19762226091.0,8771916.0
480,2,267.21735272649994,19717410010.0,8771916.0
480,3,265.61360093805763,19731099577.0,8771916.0
480,4,264.3591741500944,19743471312.0,8771916.0
480,5,261.7520379808287,19713521065.0,8771916.0
480,6,259.06383157115687,19747823992.0,8771916.0
480,7,252.9600666564665,19724508313.0,8771916.0
480,8,263.6800385963284,19751742549.0,8771916.0
480,9,262.34689683815435,19688980396.0,8771916.0
480,10,257.7361320393658,19670515098.0,8771916.0
480,11,262.430454863768,19676446388.0,8771916.0
480,12,259.82119392351655,19400945074.0,8771916.0
480,13,264.7042186514827,19675796430.0,8771916.0
480,14,264.2510098516992,19658608038.0,8771916.0
480,15,258.11857223667585,19675663120.0,8771916.0
480,16,263.30475196067493,19671940606.0,8771916.0
480,17,260.4357057742605,19684477127.0,8771916.0
480,18,263.62261795029315,19700419584.0,8771916.0
480,19,261.96464509497224,19694874387.0,8771916.0
500,0,271.8233459379963,29180060595.0,8964716.0
500,1,270.6674669223724,41536553458.0,8964716.0
500,2,271.5352878122912,41608218326.0,8964716.0
500,3,270.737649024802,41639024534.0,8964716.0
500,4,273.69128456017444,41571778308.0,8964716.0
500,5,269.8947056842151,41498830708.0,8964716.0
500,6,277.5918173332885,41513201811.0,8964716.0
500,7,274.28437920456423,41261055208.0,8964716.0
500,8,274.9292324108579,41143952787.0,8964716.0
500,9,276.532787522786,41514423801.0,8964716.0
500,10,273.5306553974761,41502288933.0,8964716.0
500,11,277.0943545474306,41467219274.0,8964716.0
500,12,273.94045140280593,41488625931.0,8964716.0
500,13,274.28162197847047,41473135163.0,8964716.0
500,14,272.641872138187,41498595611.0,8964716.0
500,15,275.3105166717196,41234602529.0,8964716.0
500,16,277.35449181499547,41561255784.0,8964716.0
500,17,275.05529783378614,41546214407.0,8964716.0
500,18,276.7095300506062,41495115107.0,8964716.0
500,19,271.99384648023727,41525938154.0,8964716.0
520,0,286.7227822666396,43224296000.0,8964716.0
520,1,281.01467165290387,43234615764.0,8964716.0
520,2,288.0964718110244,43275475069.0,8964716.0
520,3,287.9540921927654,42998702204.0,8964716.0
520,4,285.16551806331125,43188858823.0,8964716.0
520,5,284.62124435251803,43183589131.0,8964716.0
520,6,285.8306376938156,43136760868.0,8964716.0
520,7,291.6687257929034,43136434944.0,8964716.0
520,8,282.3949903594735,43088739458.0,8964716.0
520,9,290.9688365979495,43242203620.0,8964716.0
520,10,288.98557751332265,43084808885.0,8964716.0
520,11,288.65467290965023,42988778815.0,8964716.0
520,12,282.0608149716645,43195370823.0,8964716.0
520,13,279.47623883196815,43099262889.0,8964716.0
520,14,288.12565412974374,43158253367.0,8964716.0
520,15,288.70649727755847,43115051111.0,8964716.0
520,16,294.3820045503572,43134268580.0,8964716.0
520,17,284.045079785459,43074202952.0,8964716.0
520,18,286.3609512074919,42993795766.0,8964716.0
520,19,286.40603769399576,42767378835.0,8964716.0
540,0,300.05516575325,43961650856.0,9157516.0
540,1,294.0402496310318,44083426531.0,9157516.0
540,2,300.3917947030792,44097366799.0,9157516.0
540,3,298.69908155072613,43972919710.0,9157516.0
540,4,299.27702986702485,43945900769.0,9157516.0
540,5,291.1072693807338,43950633289.0,9157516.0
540,6,297.16796231660305,43657732869.0,9157516.0
540,7,296.7939187359428,43949489386.0,9157516.0
540,8,294.7422696337866,43923098193.0,9157516.0
540,9,292.5919910071579,44004383583.0,9157516.0
540,10,301.204278975706,44007584454.0,9157516.0
540,11,298.1229101661865,43888377445.0,9157516.0
540,12,298.65114794283903,43915651854.0,9157516.0
540,13,298.4226905234141,43998406854.0,9157516.0
540,14,296.4621530822026,43664502369.0,9157516.0
540,15,295.2577447847321,43957628266.0,9157516.0
540,16,294.20699205913087,43949577319.0,9157516.0
540,17,298.53815677437154,43908777429.0,9157516.0
540,18,297.5492473170669,43945423572.0,9157516.0
540,19,300.7308900624383,43943405796.0,9157516.0
560,0,304.5647105906433,45542807313.0,9157516.0
560,1,297.6408335564659,45657173796.0,9157516.0
560,2,308.3807757770024,45363871502.0,9157516.0
560,3,302.98899437101807,45509687187.0,9157516.0
560,4,303.5355165047158,45518664801.0,9157516.0
560,5,310.2612859497572,45504465412.0,9157516.0
560,6,308.36116977534823,45520605480.0,9157516.0
560,7,311.5747289427028,45486877344.0,9157516.0
560,8,307.3777941769711,45528339052.0,9157516.0
560,9,308.2861510773297,45293221511.0,9157516.0
560,10,311.4702923532951,45453618261.0,9157516.0
560,11,308.78873298970655,45469382601.0,9157516.0
560,12,303.53842564578497,45641367210.0,9157516.0
560,13,306.67554195894866,45781579822.0,9157516.0
560,14,306.8021016057536,45775351226.0,9157516.0
560,15,304.42106975101024,45730681313.0,9157516.0
560,16,306.2417134545781,45498201000.0,9157516.0
560,17,307.24361132385144,45732712256.0,9157516.0
560,18,306.81085790663855,45734806323.0,9157516.0
560,19,303.5109875470864,45733852083.0,9157516.0
580,0,315.6740902617918,48056832413.0,9350316.0
580,1,316.6878061260126,48136389889.0,9350316.0
580,2,311.9674382070667,48083959942.0,9350316.0
580,3,318.81594170805687,47813433620.0,9350316.0
580,4,323.51208197353566,47783394461.0,9350316.0
580,5,323.9203721751021,47812673883.0,9350316.0
580,6,319.57784572052344,48037427486.0,9350316.0
580,7,320.6717944408771,48120293424.0,9350316.0
580,8,314.0889294070297,47684997953.0,9350316.0
580,9,320.25062218301,48219049503.0,9350316.0
580,10,320.6048574449974,48142306524.0,9350316.0
580,11,321.9832341729333,48371333253.0,9350316.0
580,12,317.1813013083718,47969906098.0,9350316.0
580,13,316.6380908186882,47725730982.0,9350316.0
580,14,312.2436893366563,48093456517.0,9350316.0
580,15,318.6799721179708,47981340870.0,9350316.0
580,16,316.15036051785034,47983478342.0,9350316.0
580,17,312.1243568406107,47973091899.0,9350316.0
580,18,318.9013714274186,48025589167.0,9350316.0
580,19,318.5511362828103,47994369451.0,9350316.0
600,0,325.0249229061239,19318225839.0,9350316.0
600,1,321.994466652961,19795893969.0,9350316.0
600,2,331.4214281997251,20075124387.0,9350316.0
600,3,326.22948777990854,20079919243.0,9350316.0
600,4,326.80460060208384,20076970261.0,9350316.0
600,5,327.9447400450254,20065763866.0,9350316.0
600,6,333.1102396151222,20079477772.0,9350316.0
600,7,334.9079785230595,20029714127.0,9350316.0
600,8,326.3093300578877,20117499663.0,9350316.0
600,9,328.2791492564785,20191906966.0,9350316.0
600,10,330.22111926672204,20117953848.0,9350316.0
600,11,333.4070862850553,20126433042.0,9350316.0
600,12,327.8070968796417,20187565429.0,9350316.0
600,13,330.1576208339536,20085935314.0,9350316.0
600,14,328.66712159859355,20245494702.0,9350316.0
600,15,329.0794640857657,19928972024.0,9350316.0
600,16,324.0211667043681,19926031170.0,9350316.0
600,17,331.4962825390187,20174281630.0,9350316.0
600,18,328.49016362419394,20076348410.0,9350316.0
600,19,330.8313352521337,20100813489.0,9350316.0
620,0,335.95514185766035,20808045637.0,9350316.0
620,1,333.9680180125942,20895503568.0,9350316.0
620,2,344.381356969006,20896440172.0,9350316.0
620,3,339.7167188738725,20763316151.0,9350316.0
620,4,339.53445670681145,20704535023.0,9350316.0
620,5,337.9961037429482,20886915773.0,9350316.0
620,6,337.1340613685639,20814390391.0,9350316.0
620,7,338.0739919795413,20868981131.0,9350316.0
620,8,340.0643249899592,20845012790.0,9350316.0
620,9,339.90526545773497,20835576493.0,9350316.0
620,10,342.74246621525515,20759284939.0,9350316.0
620,11,338.61035140840926,20830950421.0,9350316.0
620,12,337.9337138270846,20838568292.0,9350316.0
620,13,336.79056832834067,20800554884.0,9350316.0
620,14,340.9990013172344,20620521030.0,9350316.0
620,15,340.40250737491704,20808952659.0,9350316.0
620,16,346.01625306910074,20692985705.0,9350316.0
620,17,332.72395299308005,20695294826.0,9350316.0
620,18,341.7577241073597,20784301843.0,9350316.0
620,19,335.3560800764868,20696617721.0,9350316.0
640,0,358.22581514522943,21736660904.0,9543116.0
640,1,344.7103092846661,21776507927.0,9543116.0
640,2,349.50818484081725,21659803505.0,9543116.0
640,3,355.3914412442888,21643388231.0,9543116.0
640,4,355.69271794132345,21803862283.0,9543116.0
640,5,345.89072674243624,21643153902.0,9543116.0
640,6,347.7433334557641,21697322403.0,9543116.0
640,7,350.44363511956766,21754252592.0,9543116.0
640,8,348.5468474622092,21746194759.0,9543116.0
640,9,351.6572354794401,21685638721.0,9543116.0
640,10,349.50526149610346,21724262406.0,9543116.0
640,11,353.1715554955437,21506045979.0,9543116.0
640,12,344.8481865525147,21667970570.0,9543116.0
640,13,351.1858119305307,21727983233.0,9543116.0
640,14,345.69861864065984,21683618035.0,9543116.0
640,15,351.86521110040843,21735509418.0,9543116.0
640,16,352.4498540131151,21864834568.0,9543116.0
