K,I,Regret,ProcessTime,SpaceUsage
1300,1,130800.64311196447,16812491503664.0,2657147016.0
1320,1,132815.15321528193,17077892985987.0,2657147016.0
1340,1,134825.00546182596,17196942628181.0,2657147016.0
1360,1,136841.441696784,17591809703086.0,2657147016.0
1380,1,138852.8202686563,17836836013971.0,2660835016.0
