K,I,Regret,ProcessTime,SpaceUsage
400,1,39620.959074155406,3607977299619.0,810070400.0
420,1,41575.920710576065,3818848938572.0,810070400.0
440,1,43585.26797172411,3928766346519.0,816627200.0
460,1,45529.03236730104,4040725210566.0,823184000.0
480,1,47597.05573886298,4284559134692.0,829740800.0
